;ArticleTitle;Question;Answer;DifficultyFromQuestioner;DifficultyFromAnswerer;ArticleFile;BT_Level
1903;London;what had the anglo-saxons created by the 600s ?;a new s09 _settlement called lundenwic;medium;easy;S09_set3_a1;Knowledge
1904;London;what city in the uk has been subjected to bouts of terrorism ?;london has been subjected to bouts of terrorism.;hard;hard;S09_set3_a1;Evaluation
1905;London;what city in the uk has been subjected to bouts of terrorism ?;london;hard;hard;S09_set3_a1;Evaluation
1906;London;what countries did james vi of scotland unite ?;james vi of scotland united scotland and england.;hard;hard;S09_set3_a1;Application
1907;London;what countries did james vi of scotland unite ?;england and scotland;hard;too hard;S09_set3_a1;Application
1908;London;how did civil wars affect england during the middle ages ?;london remained relatively untouched;hard;medium;S09_set3_a1;Analysis
1909;Lyre;are the strings of a classical lyre made of gut ?;yes;easy;hard;S09_set2_a10;Knowledge
1910;Lyre;does a classical lyre have a sound-chest ?;yes;easy;easy;S09_set2_a10;Knowledge
1911;Lyre;is lyre played in mordern greece ?;no;easy;easy;S09_set2_a10;Knowledge
1912;Lyre;which part of the strings does the left hand touch ?;the lower strings;medium;medium;S09_set2_a10;Knowledge
1913;Lyre;in which place is lyre still played ?;north-eastern parts of africa;medium;medium;S09_set2_a10;Knowledge
1914;Lyre;does a classical lyre have a fingerboard ?;yes;hard;hard;S09_set2_a10;Knowledge
1915;Lyre;is a guitar played with a plectrum like a lyre ?;yes;hard;easy;S09_set2_a10;Synthesis
1916;Michael_Faraday;was michael faraday an english chemist ?;yes;easy;easy;S09_set4_a7;Knowledge
1917;Michael_Faraday;was michael faraday an english chemist ?;yes;easy;easy;S09_set4_a7;Knowledge
1918;Michael_Faraday;was faraday a devout christian ?;yes;easy;easy;S09_set4_a7;Evaluation
1919;Michael_Faraday;was faraday a devout christian ?;yes;easy;easy;S09_set4_a7;Evaluation
1920;Michael_Faraday;was faraday considered a gentleman ?;no;easy;easy;S09_set4_a7;Evaluation
1921;Michael_Faraday;was faraday considered a gentleman ?;no;easy;easy;S09_set4_a7;Evaluation
1922;Michael_Faraday;who was a member of the sandemanian sect of christianity ?;yes;medium;easy;S09_set4_a7;Knowledge
1923;Michael_Faraday;who was a member of the sandemanian sect of christianity ?;faraday;medium;medium;S09_set4_a7;Knowledge
1924;Michael_Faraday;what did joseph henry likely discover ?;self-induction;medium;medium;S09_set4_a7;Knowledge
1925;Michael_Faraday;what did joseph henry likely discover ?;self-induction;medium;medium;S09_set4_a7;Knowledge
1926;Michael_Faraday;what did the university of oxford grant faraday ?;a doctor of civil law degree ( honorary );medium;medium;S09_set4_a7;Application
1927;Michael_Faraday;what did the university of oxford grant faraday ?;doctor of civil law degree ( honorary );medium;medium;S09_set4_a7;Application
1928;Michael_Faraday;who was made to travel outside the coach ?;faraday;hard;hard;S09_set4_a7;Knowledge
1929;Michael_Faraday;did faraday construct the ancestor of modern power generators ?;yes;hard;easy;S09_set4_a7;Knowledge
1930;Michael_Faraday;did faraday construct the ancestor of modern power generators ?;yes;hard;easy;S09_set4_a7;Knowledge
1931;Michael_Faraday;did faraday lecture on education in 1854 ?;yes;hard;easy;S09_set4_a7;Knowledge
1932;Michael_Faraday;did faraday lecture on education in 1854 ?;yes;hard;hard;S09_set4_a7;Knowledge
1933;Michael_Faraday;did faraday receive an extensive formal education ?;no;easy;medium;S09_set4_a7;Knowledge
1934;Michael_Faraday;did faraday receive an extensive formal education ?;no;easy;easy;S09_set4_a7;Knowledge
1935;Michael_Faraday;did faraday discover the chemical substance benzene ?;yes;easy;easy;S09_set4_a7;Knowledge
1936;Michael_Faraday;did faraday discover the chemical substance benzene ?;yes;easy;easy;S09_set4_a7;Knowledge
1937;Michael_Faraday;was faraday born in england ?;yes;easy;easy;S09_set4_a7;Knowledge
1938;Michael_Faraday;was faraday born in england ?;yes;easy;easy;S09_set4_a7;Knowledge
1939;Michael_Faraday;what do some historians of science refer to faraday as ?;the best experimentalist in the history of science;medium;medium;S09_set4_a7;Knowledge
1940;Michael_Faraday;what do some historians of science refer to faraday as ?;best experimentalist in the history of science;medium;medium;S09_set4_a7;Knowledge
1941;Michael_Faraday;who was the sponsor and mentor of faraday ?;john 'mad jack ' fuller;medium;medium;S09_set4_a7;Knowledge
1942;Michael_Faraday;who was the sponsor and mentor of faraday ?;john 'mad jack ' fuller;medium;medium;S09_set4_a7;Knowledge
1943;Michael_Faraday;what did faraday invent that is used almost universally in science laboratories ?;the bunsen burner;medium;medium;S09_set4_a7;Knowledge
1944;Michael_Faraday;what did faraday invent that is used almost universally in science laboratories ?;bunsen burner;medium;medium;S09_set4_a7;Knowledge
1945;Michael_Faraday;does the production of chemical weapons raise an ethical issue ?;yes;hard;easy;S09_set4_a7;Application
1946;Michael_Faraday;what was the faraday effect first called ?;diamagnetism;hard;hard;S09_set4_a7;Knowledge
1947;Michael_Faraday;what was the faraday effect first called ?;diamagnetism;hard;medium;S09_set4_a7;Knowledge
1948;Michael_Faraday;can you meet someone through attending a church ?;yes;hard;easy;S09_set4_a7;Synthesis
1949;Michael_Faraday;what was michael faraday `s birthplace ?;newington butts;;hard;S09_set4_a7;Knowledge
1950;Michael_Faraday;what was michael faraday `s profession ?;chemist and physicist;;hard;S09_set4_a7;Knowledge
1951;Michael_Faraday;how many years ago did faraday report on the first synthesis of compound make from carbon and chlorine , c 2 h 6 and c 2 h 4 ?;189;;hard;S09_set4_a7;Knowledge
1952;Michael_Faraday;how many years ago was it when he discovered the phenomenon that he named diamagnetism , and what is now called the faraday effect ?;164;;hard;S09_set4_a7;Knowledge
1953;Michael_Faraday;how many years ago was it when faraday wrote a letter to the times on the subject of the foul condition of the river thames , which resulted in an oft-reprinted cartoon in punch ?;154;;hard;S09_set4_a7;Synthesis
1954;Michael_Faraday;how many years ago was it when he discovered that the optical properties of gold colloids differed from those of the corresponding bulk metal ?;162;;hard;S09_set4_a7;Analysis
1955;Michael_Faraday;was education another area of service for faraday ?;yes;;easy;S09_set4_a7;Knowledge
1956;Michael_Faraday;was faraday `s earliest chemical work as an assistant to davy ?;yes;;easy;S09_set4_a7;Knowledge
1957;Michael_Faraday;who died at his house at hampton court on august 25 , 1867 ?;faraday;;medium;S09_set4_a7;Knowledge
1958;Michael_Faraday;when was michael faraday born ?;september 22 , 1791;;easy;S09_set4_a7;Knowledge
1959;Michael_Faraday;where did he serve two terms ?;the church of scotland;;hard;S09_set4_a7;Evaluation
1960;Michael_Faraday;who was born in newington butts , near present-day south london , england ?;michael faraday;;medium;S09_set4_a7;Knowledge
1961;Michael_Faraday;is it true that institution formed the foundation of electric motor technology ?;no;;hard;S09_set4_a7;Evaluation
1962;Michael_Faraday;institution formed the foundation of what ?;modern electromagnetic technology;;medium;S09_set4_a7;Knowledge
1963;Michael_Faraday;was his father member of the sandemanian sect ?;yes;;easy;S09_set4_a7;Knowledge
1964;Michael_Faraday;was faraday christian of the small sandemanian denomination ?;yes;;easy;S09_set4_a7;Knowledge
1965;Nassau;is nassau sound a body of water in maine ?;no;easy;easy;S09_set3_a2;Evaluation
1966;Nassau;was nassau placed in operation by robert fulton ?;yes;easy;easy;S09_set3_a2;Synthesis
1967;Nassau;who was fort nassau built by ?;the dutch;medium;medium;S09_set3_a2;Knowledge
1968;Nassau;what is nassau coliseum ?;an arena in uniondale , new york , usa;medium;medium;S09_set3_a2;Knowledge
1969;Nassau;what was the dead or alive 4 fighting arena modeled after ?;a magnetic accelerator cannon station from halo 2;medium;medium;S09_set3_a2;Analysis
1970;Nassau;is nassau range the highest mountain range in the world ?;no;hard;easy;S09_set3_a2;Evaluation
1971;Nassau;is nassau county named after a german town ?;yes;hard;hard;S09_set3_a2;Synthesis
1972;Nassau;does the united states have a base near glasgow ?;yes;hard;hard;S09_set3_a2;Application
1973;Nikola_Tesla;did tesla study electrical engineering ?;yes;easy;easy;S09_set4_a3;Application
1974;Nikola_Tesla;did tesla study electrical engineering ?;yes;easy;easy;S09_set4_a3;Application
1975;Nikola_Tesla;was tesla born in the united states ?;no;easy;easy;S09_set4_a3;Application
1976;Nikola_Tesla;was tesla born in the united states ?;no;easy;easy;S09_set4_a3;Application
1977;Nikola_Tesla;was tesla hired by edison ?;yes;easy;easy;S09_set4_a3;Application
1978;Nikola_Tesla;was tesla hired by edison ?;yes;easy;easy;S09_set4_a3;Application
1979;Nikola_Tesla;when did tesla demonstrate wireless communication ( radio ) ?;1893;medium;medium;S09_set4_a3;Knowledge
1980;Nikola_Tesla;when did tesla demonstrate wireless communication ( radio ) ?;1893;medium;hard;S09_set4_a3;Knowledge
1981;Nikola_Tesla;what is the si unit measuring magnetic flux density or magnetic induction ?;the tesla;medium;medium;S09_set4_a3;Knowledge
1982;Nikola_Tesla;what is the si unit measuring magnetic flux density or magnetic induction ?;the tesla;medium;medium;S09_set4_a3;Knowledge
1983;Nikola_Tesla;was tesla regarded as a mad scientist ?;yes;medium;easy;S09_set4_a3;Comprehension
1984;Nikola_Tesla;was tesla regarded as a mad scientist ?;yes;medium;easy;S09_set4_a3;Comprehension
1985;Nikola_Tesla;what type of current did tesla invent ?;ac;hard;hard;S09_set4_a3;Knowledge
1986;Nikola_Tesla;who was the victor of the `` war of currents '' ?;tesla;hard;hard;S09_set4_a3;Knowledge
1987;Nikola_Tesla;who was the victor of the `` war of currents '' ?;nikola tesla;hard;hard;S09_set4_a3;Knowledge
1988;Nikola_Tesla;where did tesla study electrical engineering ?;the austrian polytechnic in graz;hard;medium;S09_set4_a3;Knowledge
1989;Nikola_Tesla;where did tesla study electrical engineering ?;austrian polytechnic in graz;hard;medium;S09_set4_a3;Knowledge
1990;Ottawa;is ottawa the capital of canada ?;yes;easy;easy;S09_set3_a5;Knowledge
1991;Ottawa;does ottawa sit on the ottowa river ?;yes;easy;easy;S09_set3_a5;Knowledge
1992;Ottawa;do small tremors occur in ottawa ?;yes;easy;hard;S09_set3_a5;Knowledge
1993;Ottawa;what is ottawa 's population ?;1,190,982;medium;medium;S09_set3_a5;Knowledge
1994;Ottawa;what are ottawa 's primary industries ?;logging and lumber;medium;hard;S09_set3_a5;Knowledge
1995;Ottawa;what is ottawa 's junior ice hockey team ?;the ottawa 67 's;medium;medium;S09_set3_a5;Knowledge
1996;Ottawa;what is ottawa 's major league hockey team ?;the ottawa senators;hard;medium;S09_set3_a5;Knowledge
1997;Ottawa;what are carleton university 's athletic teams called ?;carleton ravens;hard;medium;S09_set3_a5;Knowledge
1998;Ottawa;is ottawa colder than moscow in january ?;yes;hard;easy;S09_set3_a5;Knowledge
1999;Ottawa;is ottawa on a river ?;yes;easy;easy;S09_set3_a5;Knowledge
2000;Ottawa;is ottawa on a river ?;yes;easy;easy;S09_set3_a5;Knowledge
2001;Ottawa;does it snow in ottawa ?;yes;easy;easy;S09_set3_a5;Application
2002;Ottawa;does it snow in ottawa ?;yes;easy;easy;S09_set3_a5;Application
2003;Ottawa;was there a cholera outbreak in 1832 ?;yes;easy;easy;S09_set3_a5;Knowledge
2004;Ottawa;was there a cholera outbreak in 1832 ?;yes;easy;easy;S09_set3_a5;Knowledge
2005;Ottawa;who is the mayor of ottawa ?;larry o 'brien;medium;medium;S09_set3_a5;Knowledge
2006;Ottawa;who is the mayor of ottawa ?;larry o 'brien;medium;medium;S09_set3_a5;Knowledge
2007;Ottawa;how many townships are in ottawa ?;eleven;medium;medium;S09_set3_a5;Knowledge
2008;Ottawa;how many townships are in ottawa ?;eleven;medium;easy;S09_set3_a5;Knowledge
2009;Ottawa;what 's the main highway in ottawa ?;highway 417 , the queensway;medium;medium;S09_set3_a5;Synthesis
2010;Ottawa;what 's the main highway in ottawa ?;provinical highway 417;medium;medium;S09_set3_a5;Synthesis
2011;Ottawa;what was ottawa 's name in 1850 ?;bytown;hard;hard;S09_set3_a5;Knowledge
2012;Ottawa;what was ottawa 's name in 1850 ?;bytown;hard;hard;S09_set3_a5;Knowledge
2013;Ottawa;based on the average , in what year will the next small tremor occur in ottawa ?;2009;hard;hard;S09_set3_a5;Knowledge
2014;Ottawa;based on the average , in what year will the next small tremor occur in ottawa ?;2009;hard;hard;S09_set3_a5;Knowledge
2015;Ottawa;where were immigrants from in the 1800s ?;irish;hard;hard;S09_set3_a5;Knowledge
2016;Ottawa;where were immigrants from in the 1800s ?;ireland;hard;hard;S09_set3_a5;Knowledge
2017;Ottawa;are there also discussions of having oc transpo light rail and sto transitway networks linking on the gatineau side of the ottawa river ?;yes.;;easy;S09_set3_a5;Analysis
2018;Otter;does the giant otter live in south america ?;yes;easy;easy;S09_set1_a7;Knowledge
2019;Otter;does the giant otter live in south america ?;yes;easy;easy;S09_set1_a7;Knowledge
2020;Otter;do otters have claws ?;yes;easy;easy;S09_set1_a7;Knowledge
2021;Otter;do otters have claws ?;yes;easy;easy;S09_set1_a7;Knowledge
2022;Otter;do otters eat fish ?;yes;easy;easy;S09_set1_a7;Knowledge
2023;Otter;do otters eat fish ?;yes;easy;easy;S09_set1_a7;Knowledge
2024;Otter;what is an otter 's den called ?;a holt;medium;medium;S09_set1_a7;Knowledge
2025;Otter;what is an otter 's den called ?;holt;medium;medium;S09_set1_a7;Knowledge
2026;Otter;where do sea otters live ?;beside water;medium;medium;S09_set1_a7;Knowledge
2027;Otter;where do sea otters live ?;pacific coast of north america;medium;medium;S09_set1_a7;Knowledge
2028;Otter;why are otters vulnerable to prey depletion ?;prey-dependence;medium;medium;S09_set1_a7;Comprehension
2029;Otter;why are otters vulnerable to prey depletion ?;prey-dependency;medium;medium;S09_set1_a7;Comprehension
2030;Otter;do otters enjoy playing ?;yes;hard;hard;S09_set1_a7;Synthesis
2031;Otter;do otters enjoy playing ?;yes;hard;easy;S09_set1_a7;Synthesis
2032;Otter;do sea otters have a layer of fat like whales ?;no;hard;hard;S09_set1_a7;Knowledge
2033;Otter;do sea otters have a layer of fat like whales ?;no;hard;easy;S09_set1_a7;Knowledge
2034;Otter;is the otter in the same family as the badger ?;yes;hard;hard;S09_set1_a7;Knowledge
2035;Otter;is the otter in the same family as the badger ?;yes;hard;easy;S09_set1_a7;Knowledge
2036;Santiago;are there any cities named santiago in the united states ?;yes;easy;hard;S09_set3_a6;Knowledge
2037;Santiago;are there any cities named santiago in the united states ?;yes;easy;hard;S09_set3_a6;Knowledge
2038;Santiago;was santiago the name of an indie /punk band ?;yes;easy;easy;S09_set3_a6;Knowledge
2039;Santiago;was santiago the name of an indie /punk band ?;yes;easy;easy;S09_set3_a6;Knowledge
2040;Santiago;is santiago a name in spanish ?;yes;easy;easy;S09_set3_a6;Knowledge
2041;Santiago;is santiago a name in spanish ?;yes;easy;medium;S09_set3_a6;Knowledge
2042;Santiago;what is the origin of the name santiago ?;spanish for st. james;medium;hard;S09_set3_a6;Knowledge
2043;Santiago;what is the origin of the name santiago ?;sanit + iago , james;medium;hard;S09_set3_a6;Knowledge
2044;Santiago;who has released an album or song named santiago ?;"the chieftains ; loreena mckennitt";medium;medium;S09_set3_a6;Knowledge
2045;Santiago;who has released an album or song named santiago ?;the chieftains and loreena mckennitt;medium;hard;S09_set3_a6;Knowledge
2046;Santiago;what is the order of santiago ?;a spanish knightly order;medium;medium;S09_set3_a6;Knowledge
2047;Santiago;what is the order of santiago ?;a spanish knightly order;medium;medium;S09_set3_a6;Knowledge
2048;Santiago;what notable people have been named santiago ?;"benito santiago , hugo santiago , joey santiago , liliana santiago , rafael santiago maria , santiago caballero , santiago cabrera ; james , son of zebedee";hard;hard;S09_set3_a6;Knowledge
2049;Santiago;what notable people have been named santiago ?;benito , hugo , and others;hard;hard;S09_set3_a6;Knowledge
2050;Santiago;what fictional stories include a main character named santiago ?;gears of war , rainbow six : covert operations essentials , death foretold by gabriel garcía márquez , ernest hemingway 's the old man and the sea , the television series babylon 5 , anne rice 's novel interview with the vampire , aulo coelho 's the alchemist ( novel ) , the television show friday night lights;hard;hard;S09_set3_a6;Synthesis
2051;Santiago;what fictional stories include a main character named santiago ?;interview with the vampire , the alchemist , and others;hard;hard;S09_set3_a6;Synthesis
2052;Santiago;is santiago the national capital of a country ?;yes;;easy;S09_set3_a6;Knowledge
2053;Santiago;is santiago spanish for st. james ( from santo , saint + iago , james ) ?;yes;;easy;S09_set3_a6;Knowledge
2054;Santiago;is santiago spanish for st. james ?;yes;;easy;S09_set3_a6;Knowledge
2055;Santiago;what is santiago ?;santiago is spanish for st. james. it is also the name of places in argentina , brazil , cape verde , chile , colombia , costa rica , cuba , the dominican republic , ecuador , guatemala , jamaica , mexico , nicaragua , panama , paraguay , peru , the philippines , portugal , spain , the united states , venezuela , and the amazon. it is also the name of a baseball catcher , a film director , a guitarist , an economist , a footballer , a dj , an actor , and james , son of zebedee. fictional people with this name include a character from gears of war , a character from chronicle of a death foretold , a character in old man and the sea , a character in babylon 5 , a character in interview with the vampire , the main character of the alchemist , and a character on friday night lights. there has also been a battle of santiago de cuba , a couple of bands named santiago , an order of santiago , and `` santiago '' as a shortened form of the reconquista battle cry.;;too hard;S09_set3_a6;Knowledge
2056;Swahili_language;has swahili no diphthongs ?;no;;easy;S09_set5_a4;Knowledge
2057;Swahili_language;is a third prefix the object prefix ?;yes;;easy;S09_set5_a4;Evaluation
2058;Swahili_language;is / ref swahili unusual among sub-saharan languages ?;yes;;easy;S09_set5_a4;Analysis
2059;Swahili_language;are vowels never reduced , regardless of stress ?;yes;;easy;S09_set5_a4;Evaluation
2060;Swan;does the australian black swan have white feathers on its wings ?;yes;easy;medium;S09_set1_a10;Knowledge
2061;Swan;does the australian black swan have white feathers on its wings ?;yes;easy;medium;S09_set1_a10;Knowledge
2062;Swan;do swans belong to the family anatidae ?;yes;easy;easy;S09_set1_a10;Analysis
2063;Swan;do swans belong to the family anatidae ?;yes;easy;easy;S09_set1_a10;Analysis
2064;Swan;can black swans swim with only one leg ?;yes;easy;easy;S09_set1_a10;Synthesis
2065;Swan;can black swans swim with only one leg ?;yes;easy;medium;S09_set1_a10;Synthesis
2066;Swan;what are young swans known as ?;cygnets;medium;medium;S09_set1_a10;Knowledge
2067;Swan;what are young swans known as ?;cygnets;medium;easy;S09_set1_a10;Knowledge
2068;Swan;what is the irish legend of the children of lir about ?;a stepmother transforming her children into swans for 900 years;medium;medium;S09_set1_a10;Knowledge
2069;Swan;what is the irish legend of the children of lir about ?;a stepmother transforming her children into swans for 900 years;medium;medium;S09_set1_a10;Knowledge
2070;Swan;what is the sanskrit word for swan ?;hamsa or hansa;medium;medium;S09_set1_a10;Knowledge
2071;Swan;what is the sanskrit word for swan ?;hamsa or hansa;medium;easy;S09_set1_a10;Knowledge
2072;Swan;which album was the song `` the bonny swans '' from ?;the mask and mirror;hard;medium;S09_set1_a10;Knowledge
2073;Swan;which album was the song `` the bonny swans '' from ?;the mask and mirror;hard;easy;S09_set1_a10;Knowledge
2074;Swan;what is the polish word for swan ?;" & #321 ;ab & #281 ;d & #378 ;";hard;hard;S09_set1_a10;Knowledge
2075;Swan;what is the polish word for swan ?;łabędź;hard;easy;S09_set1_a10;Knowledge
2076;Swan;which ballet by pyotr tchaikovsky is partially based on an ancient german legend about a princess who was turned into a swan ?;swan lake;hard;hard;S09_set1_a10;Synthesis
2077;Swan;which ballet by pyotr tchaikovsky is partially based on an ancient german legend about a princess who was turned into a swan ?;swan lake;hard;hard;S09_set1_a10;Synthesis
2078;Swan;are swan birds of the family anatidae ?;yes.;easy;easy;S09_set1_a10;Knowledge
2079;Swan;are swan birds of the family anatidae ?;yes;easy;easy;S09_set1_a10;Knowledge
2080;Swan;do swans feature strongly in mythology ?;yes.;easy;easy;S09_set1_a10;Knowledge
2081;Swan;do swans feature strongly in mythology ?;yes;easy;easy;S09_set1_a10;Knowledge
2082;Swan;is the trumpeter swan the largest bird ?;it is the largest bird of north america.;easy;easy;S09_set1_a10;Knowledge
2083;Swan;is the trumpeter swan the largest bird ?;the trumpeter swan is the largest bird of north america;easy;medium;S09_set1_a10;Knowledge
2084;Swan;what is the name of young swans ?;cygnets.;medium;medium;S09_set1_a10;Knowledge
2085;Swan;what is the name of young swans ?;cygnets;medium;medium;S09_set1_a10;Knowledge
2086;Swan;where is the word `` swan '' derived from ?;old english swan.;medium;medium;S09_set1_a10;Knowledge
2087;Swan;where is the word `` swan '' derived from ?;the old english word `` swan , '' derived from the indo-european root '' *swen '' , meaning to sound or to sing;medium;medium;S09_set1_a10;Knowledge
2088;Swan;what is the best known story about a swan ?;the ugly duckling fable.;medium;medium;S09_set1_a10;Knowledge
2089;Swan;what is the best known story about a swan ?;the ugly duckling;medium;medium;S09_set1_a10;Knowledge
2090;Swan;are swans and ducks birds of the same family ?;yes.;hard;hard;S09_set1_a10;Analysis
2091;Swan;are swans and ducks birds of the same family ?;yes;hard;easy;S09_set1_a10;Analysis
2092;Swan;what is the name of an adult female ?;pen.;hard;medium;S09_set1_a10;Knowledge
2093;Swan;what is the name of an adult female ?;an adult female swan is called a pen.;hard;medium;S09_set1_a10;Knowledge
2094;Swan;what is the color of the australian black swan ?;completely black except for the white flight feathers on its wings.;hard;hard;S09_set1_a10;Knowledge
2095;Swan;what is the color of the australian black swan ?;completely black except for the white feathers on its wings;hard;medium;S09_set1_a10;Knowledge
2096;Tiger;is the tiger a member of the felidar family ?;no.;easy;easy;S09_set1_a3;Knowledge
2097;Tiger;is the tiger a member of the felidar family ?;no;easy;easy;S09_set1_a3;Knowledge
2098;Tiger;are tigers solitary animals ?;yes.;easy;easy;S09_set1_a3;Knowledge
2099;Tiger;are tigers solitary animals ?;yes;easy;easy;S09_set1_a3;Knowledge
2100;Tiger;are panthers a type of tiger ?;no.;easy;hard;S09_set1_a3;Knowledge
2101;Tiger;are panthers a type of tiger ?;no;easy;hard;S09_set1_a3;Knowledge
2102;Tiger;what do tigers ' powerfully built legs and shoulders allow tigers to do ?;they have the ability to pull down prey substantially heavier than themselves.;medium;medium;S09_set1_a3;Application
2103;Tiger;what do tigers ' powerfully built legs and shoulders allow tigers to do ?;have the ability to pull down prey substantially heavier than themselves;medium;medium;S09_set1_a3;Application
2104;Tiger;what would a tiger do when seized by a crocodile ?;a tiger will strike at the reptile 's eyes with its paws.;medium;medium;S09_set1_a3;Application
2105;Tiger;what would a tiger do when seized by a crocodile ?;strike at the reptile 's eyes with its paws;medium;medium;S09_set1_a3;Application
2106;Tiger;what are the typical features of a tiger country ?;it will always have good cover , it will always be close to water and plenty of prey.;medium;medium;S09_set1_a3;Knowledge
2107;Tiger;what are the typical features of a tiger country ?;good cover , close to water , and plenty of prey;medium;medium;S09_set1_a3;Knowledge
2108;Tiger;would it be common for tigers to mate in january ?;yes.;hard;hard;S09_set1_a3;Analysis
2109;Tiger;would it be common for tigers to mate in january ?;yes;hard;medium;S09_set1_a3;Analysis
2110;Tiger;about how many square kilometers would be needed to house 3 female tigers ?;60 square kilometers;hard;hard;S09_set1_a3;Application
2111;Tiger;about how many square kilometers would be needed to house 3 female tigers ?;60;hard;hard;S09_set1_a3;Application
2112;Tiger;would a tiger be likely to feedon smaller animals , such as mice ?;yes;hard;hard;S09_set1_a3;Application
2113;Trumpet;did the predecessors to trumpets have valves ?;no;easy;easy;S09_set2_a3;Knowledge
2114;Trumpet;are trumpets constructed of brass ?;yes;easy;easy;S09_set2_a3;Knowledge
2115;Trumpet;is the bass trumpet the smallest trumpet ?;no;easy;hard;S09_set2_a3;Evaluation
2116;Trumpet;what musical styles is the trumpet used in ?;ska , ska punk , classical , jazz , rock , blues , pop , polka , cuban music , mariachi and funk.;medium;medium;S09_set2_a3;Knowledge
2117;Trumpet;what is the most common type of trumpet ?;the b trumpet.;medium;medium;S09_set2_a3;Knowledge
2118;Trumpet;how does a trumpet produce sound ?;by blowing air through closed lips.;medium;medium;S09_set2_a3;Knowledge
2119;Trumpet;how do trumpets compensate for wolf tones ?;somce trumpetes have a slide mechanism built in to compensate.;hard;hard;S09_set2_a3;Application
2120;Trumpet;did miles davis play the trumpet ?;yes;hard;hard;S09_set2_a3;Knowledge
2121;Trumpet;does a trumpet have a mellower tone than a cornet ?;no;hard;hard;S09_set2_a3;Evaluation
2122;Turtle;is the name of the upper shell of a turtle called the plastron ?;no.;easy;hard;S09_set1_a4;Knowledge
2123;Turtle;do scutes fall away from the turtle 's shell ?;some of the scutes eventually fall away from the shell.;easy;hard;S09_set1_a4;Synthesis
2124;Turtle;do scutes fall away from the turtle 's shell ?;yes , eventually;easy;easy;S09_set1_a4;Synthesis
2125;Turtle;do terrestrial tortoises have short feet ?;yes.;easy;easy;S09_set1_a4;Synthesis
2126;Turtle;do terrestrial tortoises have short feet ?;yes;easy;easy;S09_set1_a4;Synthesis
2127;Turtle;how many groups are turtles broken down into ?;two;medium;medium;S09_set1_a4;Knowledge
2128;Turtle;how many groups are turtles broken down into ?;two;medium;easy;S09_set1_a4;Knowledge
2129;Turtle;where are the only surviving giant tortoises ?;they are on the seychelles and galápagos islands.;medium;medium;S09_set1_a4;Knowledge
2130;Turtle;where are the only surviving giant tortoises ?;seychelles and gal�pagos islands;medium;easy;S09_set1_a4;Knowledge
2131;Turtle;how do turtles chew food ?;turtles use their jaws to cut and chew food.;medium;medium;S09_set1_a4;Knowledge
2132;Turtle;how do turtles chew food ?;turtles use their jaws to cut and chew food;medium;easy;S09_set1_a4;Knowledge
2133;Turtle;are tortoises land based ?;yes.;hard;easy;S09_set1_a4;Knowledge
2134;Turtle;are tortoises land based ?;yes;hard;easy;S09_set1_a4;Knowledge
2135;Turtle;where are turtle eggs layed ?;turtles lay eggs on land.;hard;hard;S09_set1_a4;Knowledge
2136;Turtle;where are turtle eggs layed ?;on land;hard;easy;S09_set1_a4;Knowledge
2137;Turtle;is turtle soup considered a delicacy ?;no.;hard;easy;S09_set1_a4;Evaluation
2138;Turtle;is turtle soup considered a delicacy ?;yes;hard;hard;S09_set1_a4;Evaluation
2139;Turtle;are testudines the crown group of the superorder chelonia ?;yes;easy;easy;S09_set1_a9;Knowledge
2140;Turtle;are testudines the crown group of the superorder chelonia ?;yes;easy;easy;S09_set1_a9;Knowledge
2141;Turtle;do turtles breathe air ?;yes;easy;hard;S09_set1_a9;Analysis
2142;Turtle;do turtles breathe air ?;yes;easy;easy;S09_set1_a9;Analysis
2143;Turtle;are harvesting wild turtles legal anywhere ?;yes;easy;easy;S09_set1_a9;Knowledge
2144;Turtle;approximately how many species of testudines are alive today ?;300;medium;medium;S09_set1_a9;Knowledge
2145;Turtle;approximately how many species of testudines are alive today ?;300;medium;easy;S09_set1_a9;Knowledge
2146;Turtle;where is harvesting wild turtles legal ?;florida;medium;easy;S09_set1_a9;Knowledge
2147;Turtle;where is harvesting wild turtles legal ?;florida;medium;easy;S09_set1_a9;Knowledge
2148;Turtle;what was the largest ever chelonian ?;archelon ischyros;medium;easy;S09_set1_a9;Knowledge
2149;Turtle;what was the largest ever chelonian ?;the great letherback sea tutrtle;medium;easy;S09_set1_a9;Knowledge
2150;Turtle;is there a way to approximate the age of a turtle ?;yes;hard;easy;S09_set1_a9;Synthesis
2151;Turtle;is there a way to approximate the age of a turtle ?;yes;hard;easy;S09_set1_a9;Synthesis
2152;Turtle;can turtles spend all their time underwater ?;no;hard;too hard;S09_set1_a9;Synthesis
2153;Turtle;can turtles spend all their time underwater ?;no;hard;easy;S09_set1_a9;Synthesis
2154;Violin;are violinists and fiddlers the same thing ?;yes;easy;easy;S09_set2_a2;Comprehension
2155;Violin;are violinists and fiddlers the same thing ?;yes;easy;easy;S09_set2_a2;Comprehension
2156;Violin;are violins a single size ?;no;easy;hard;S09_set2_a2;Knowledge
2157;Violin;are violins a single size ?;no;easy;hard;S09_set2_a2;Knowledge
2158;Violin;are violas and cellos in the same family of instruments as violins ?;yes;easy;easy;S09_set2_a2;Knowledge
2159;Violin;are violas and cellos in the same family of instruments as violins ?;yes;easy;easy;S09_set2_a2;Knowledge
