ArticleTitle	Question	Answer	DifficultyFromQuestioner	DifficultyFromAnswerer	ArticleFile
Amedeo_Avogadro	what is amedeo avogadro ?	a person.		hard	S09_set4_a8
Amedeo_Avogadro	where is amedeo avogadro from ?	italy.		hard	S09_set4_a8
Anders_Celsius	when did anders celcius publish his observations on the aurora borealis ?	1733	easy	medium	S09_set4_a5
Anders_Celsius	when did anders celcius publish his observations on the aurora borealis ?	1733	easy	medium	S09_set4_a5
Anders_Celsius	what did anders celsius determine about the boiling of water ?	he determined the dependence of the boiling of water with atmospheric pressure.	easy	medium	S09_set4_a5
Anders_Celsius	what did anders celsius determine about the boiling of water ?	dependence with atmospheric pressure	easy	hard	S09_set4_a5
Anders_Celsius	which temperature scale did celsius propose ?	celcius	easy	medium	S09_set4_a5
Anders_Celsius	which temperature scale did celsius propose ?	 the celsius temperature scale	easy	medium	S09_set4_a5
Anders_Celsius	what is the boiling point of water dependent on ?	atmospheric pressure	medium	hard	S09_set4_a5
Anders_Celsius	what is the boiling point of water dependent on ?	atmospheric pressure	medium	medium	S09_set4_a5
Anders_Celsius	where was celsius born ?	uppsala in sweden	medium	medium	S09_set4_a5
Anders_Celsius	where was celsius born ?	uppsala , sweden	medium	medium	S09_set4_a5
Anders_Celsius	whad did celsius report in his paper `` observations of two persistent degrees on a thermometer '' ?	the freezing point is independent of latitude	medium	medium	S09_set4_a5
Anders_Celsius	how old was celsius when he died ?	42	hard	hard	S09_set4_a5
Anders_Celsius	how old was celsius when he died ?	42	hard	hard	S09_set4_a5
Anders_Celsius	what is temperature would water have to be to be halfway between its standard boiling and freezing point ?	50	hard	hard	S09_set4_a5
Anders_Celsius	what is the difference between celsius ' original temperature scale and the one we use today ?	the scale was reversed by carolus linnaeus.	hard	hard	S09_set4_a5
Anders_Celsius	what is the difference between celsius ' original temperature scale and the one we use today ?	scale was reversed	hard	hard	S09_set4_a5
Anders_Celsius	what was anders celsius `s profession ?	professor of astronomy		medium	S09_set4_a5
Anders_Celsius	how old was anders celsius when he died ?	42		medium	S09_set4_a5
Anders_Celsius	what is anders celsius `s last name ?	celsius		easy	S09_set4_a5
Anders_Celsius	was celsius born in uppsala in sweden ?	yes		easy	S09_set4_a5
Anders_Celsius	is the celsius crater on the moon named after him ?	yes		easy	S09_set4_a5
Anders_Celsius	was anders celsius ( november 27 , 1701 april 25 , 1744 ) a swedish astronomer ?	yes		easy	S09_set4_a5
Anders_Celsius	was anders celsius the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ?	yes		easy	S09_set4_a5
Anders_Celsius	was he professor at uppsala university ?	yes		easy	S09_set4_a5
Anders_Celsius	is it true that he published a collection of 316 observations ?	yes		easy	S09_set4_a5
Anders_Celsius	he published a collection of what ?	observations		medium	S09_set4_a5
Arabic_language	can syllables begin with a vowel ?	no		easy	S09_set5_a3
Arabic_language	are calligraphers held in great esteem ?	yes		easy	S09_set5_a3
Arabic_language	have many european languages borrowed numerous words from it ?	yes		easy	S09_set5_a3
Arabic_language	are the most active in damascus and cairo ?	 ( bad question )			S09_set5_a3
Arabic_language	do arabs consider literary arabic ?	 ( bad question )			S09_set5_a3
Arabic_language	the sociolinguistic situation of arabic provides a prime example of what ?	the linguistic phenomenon of diglossia		medium	S09_set5_a3
Arabic_language	are pronouns in literary arabic marked for person , number and gender ?	yes		easy	S09_set5_a3
Arabic_language	however , are non-human plural nouns grammatically considered to be feminine singular ?	yes		easy	S09_set5_a3
Bee	is a bee an insect ?	yes	easy	easy	S09_set1_a8
Bee	are bees related to ants ?	yes	easy	hard	S09_set1_a8
Bee	have managed populations of european honey bees experienced substantial declines ?	yes	easy	easy	S09_set1_a8
Bee	where do bees live ?	in colonies	medium	medium	S09_set1_a8
Bee	when do bumblebee colonies reach peak population ?	mid to late summer	medium	medium	S09_set1_a8
Bee	what do people commonly call cleptoparasitic bees ?	cuckoo bees	medium	medium	S09_set1_a8
Bee	how did vespoid wasps evolve ?	from predatory ancestors	hard	medium	S09_set1_a8
Bee	what do humans use bees for ?	honey	hard	hard	S09_set1_a8
Bee	why do honey bee queens continue to lay eggs during the foraging season ?	to replace daily casualties	hard	hard	S09_set1_a8
Beijing	does beijing mean `` northern capital '' ?	yes	easy	easy	S09_set3_a7
Beijing	are the caves of dragon bone hill near the village of zhoukoudian in fangshan district ?	yes	easy	easy	S09_set3_a7
Beijing	are hutongs disappearing ?	yes	easy	easy	S09_set3_a7
Beijing	when did beijing host the olympic games ?	2008	medium	medium	S09_set3_a7
Beijing	when was the an shi rebellion launched ?	in 755 ad	medium	medium	S09_set3_a7
Beijing	in 1949 , where did communist forces enter without a fight ?	beiping	medium	medium	S09_set3_a7
Beijing	when did yuan shikai die ?	1916	hard	too hard	S09_set3_a7
Beijing	where does air pollution in beijing come from ?	surrounding cities and provinces	hard	medium	S09_set3_a7
Beijing	as of august 1st , 2006 , how many trains stop daily at the beijing railway station or the beijing west railway station ?	167	hard	medium	S09_set3_a7
Beijing	what is the name of a university ( or similar institution for imparting higher education ) in beijing ?	tsinghua university		hard	S09_set3_a7
Beijing	are famous middle schools in beijing : ?	yes		easy	S09_set3_a7
Blaise_Pascal	was blaise pascal a mathematician of the first order ?	yes	easy	easy	S09_set4_a4
Blaise_Pascal	was blaise pascal a mathematician of the first order ?	yes	easy	easy	S09_set4_a4
Blaise_Pascal	could blaise pascal move without crutches ?	he could move without crutches until a paralytic attack in 1647.	easy	hard	S09_set4_a4
Blaise_Pascal	could blaise pascal move without crutches ?	no	easy	hard	S09_set4_a4
Blaise_Pascal	has the name pascal been given to the si unit of pressure ?	yes	easy	easy	S09_set4_a4
Blaise_Pascal	has the name pascal been given to the si unit of pressure ?	yes	easy	easy	S09_set4_a4
Blaise_Pascal	from what did pascal suffer throughout his life ?	ill health	medium	medium	S09_set4_a4
Blaise_Pascal	from what did pascal suffer throughout his life ?	poor health	medium	medium	S09_set4_a4
Blaise_Pascal	what did pascal argue was as perfect as possible ?	the procedure used in geometry	medium	medium	S09_set4_a4
Blaise_Pascal	what did pascal argue was as perfect as possible ?	the procedure used in geometry	medium	medium	S09_set4_a4
Blaise_Pascal	what is the best physician ?	time	medium	medium	S09_set4_a4
Blaise_Pascal	who was the eldest sibling ?	gilberte	hard	hard	S09_set4_a4
Blaise_Pascal	aside from the provincial letters ' religious influence , were they popular as a literary work ?	yes	hard	easy	S09_set4_a4
Blaise_Pascal	aside from the provincial letters ' religious influence , were they popular as a literary work ?	yes	hard	easy	S09_set4_a4
Blaise_Pascal	of whose continual poor health was the cause never precisely determined ?	blaise pascal	hard	hard	S09_set4_a4
Cello	is the violin cello a bowed string instrument ?	yes	easy	easy	S09_set2_a9
Cello	is the violin cello a bowed string instrument ?	yes	easy	easy	S09_set2_a9
Cello	is the purfling just for decoration ?	no	easy	easy	S09_set2_a9
Cello	are the z-holes used as access points to the interior of the cello ?	no	easy	easy	S09_set2_a9
Cello	are the z-holes used as access points to the interior of the cello ?	no	easy	easy	S09_set2_a9
Cello	what does violincello mean ?	violincello means `` little violene `` .	medium	medium	S09_set2_a9
Cello	what are the two materials that bows are made of traditionally ?	traditionally , bows are made from pernambuco or brazilwood.	medium	medium	S09_set2_a9
Cello	what is used to tune a cello ?	pegs are used to tune a cello.	medium	medium	S09_set2_a9
Cello	what is used to tune a cello ?	the pegs	medium	medium	S09_set2_a9
Cello	which harmonics can produce any notes above middle c ?	artificial harmonics can produce any notes above middle c.	hard	hard	S09_set2_a9
Cello	which harmonics can produce any notes above middle c ?	artificial harmonics	hard	medium	S09_set2_a9
Cello	who referred to the cello as �basso de viola da braccio '' ?	monteverdi referred to the cello as `` basso de viola da braccio `` .	hard	medium	S09_set2_a9
Cello	who referred to the cello as �basso de viola da braccio '' ?	monteverdi	hard	medium	S09_set2_a9
Cello	where is the violincello held ?	the violincello is held on the shoulder.	hard	hard	S09_set2_a9
Cello	where is the violincello held ?	on the shoulder	hard	medium	S09_set2_a9
Cello	is there cello in performances by rihanna ?	yes	easy	easy	S09_set2_a9
Cello	is there cello in performances by rihanna ?	yes	easy	easy	S09_set2_a9
Cello	are cellos constructed with glue ?	yes	easy	easy	S09_set2_a9
Cello	are cellos constructed with glue ?	yes	easy	easy	S09_set2_a9
Cello	is the cello a stringed instrument ?	yes	easy	easy	S09_set2_a9
Cello	is the cello a stringed instrument ?	yes	easy	easy	S09_set2_a9
Cello	what is cello an abbreviation of ?	violoncello	medium	medium	S09_set2_a9
Cello	what is cello an abbreviation of ?	violoncello	medium	medium	S09_set2_a9
Cello	what position is used to play the cello ?	a gamba	medium	hard	S09_set2_a9
Cello	what position is used to play the cello ?	seated	medium	medium	S09_set2_a9
Cello	what is a person who plays the cello called ?	cellist	medium	medium	S09_set2_a9
Cello	what is a person who plays the cello called ?	cellist	medium	medium	S09_set2_a9
Cello	why is there purling on a cello ?	to stop cracks from forming * * * *misspelled * * * *	hard	hard	S09_set2_a9
Cello	when did the first educational works appear for the cello ?	the 18th century	hard	hard	S09_set2_a9
Cello	when did the first educational works appear for the cello ?	18th century	hard	hard	S09_set2_a9
Cello	what cello manufacturer should i buy from if i want to play outside ?	luis & clark	hard	hard	S09_set2_a9
Cello	what cello manufacturer should i buy from if i want to play outside ?	luis & clark	hard	hard	S09_set2_a9
Charles-Augustin_de_Coulomb	was charles-augustin de coulomb a member of the national institute ?	yes	easy	easy	S09_set4_a6
Charles-Augustin_de_Coulomb	was charles-augustin de coulomb a member of the national institute ?	yes	easy	easy	S09_set4_a6
Charles-Augustin_de_Coulomb	did charles-augustin de coulomb find any relationship between electric charges and magnetic poles ?	no	easy	hard	S09_set4_a6
Charles-Augustin_de_Coulomb	did charles-augustin de coulomb find any relationship between electric charges and magnetic poles ?	no	easy	easy	S09_set4_a6
Charles-Augustin_de_Coulomb	was charles-augustin de coulomb 's father 's family in montpellier ?	yes	easy	easy	S09_set4_a6
Charles-Augustin_de_Coulomb	was charles-augustin de coulomb 's father 's family in montpellier ?	yes	easy	easy	S09_set4_a6
Charles-Augustin_de_Coulomb	where did charles-augustin de coulomb die ?	charles-augustin de coulomb died in paris.	medium	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	where did charles-augustin de coulomb die ?	paris , france	medium	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	when was charles-augustin de coulomb permanently stationed in paris ?	charles-augustin de coulomb was permanently stationed in paris in 1781.	medium	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	when was charles-augustin de coulomb permanently stationed in paris ?	yes	medium	easy	S09_set4_a6
Charles-Augustin_de_Coulomb	what contribution did charles-augustin de coulomb make to the field of geotechnical engineering ?	retaining wall design	medium	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	where did the construction of fort bourbon take place ?	the construction of fort bourbon took place in martinique.	hard	hard	S09_set4_a6
Charles-Augustin_de_Coulomb	where did the construction of fort bourbon take place ?	martinique	hard	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	what is the definition of the electrostatic force of attraction and repulsion ?	coulomb 's law is the definition of the electrostatic force of attraction and repulsion.	hard	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	what is the definition of the electrostatic force of attraction and repulsion ?	coulomb 's law	hard	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	when did charles-augustin de coulomb retire to a small estate he possessed at blois ?	charles-augustin de coulomb retired to a small estate he possessed at blois on the outbreak of the revolution in 1789.	hard	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	when did charles-augustin de coulomb retire to a small estate he possessed at blois ?	1789	hard	medium	S09_set4_a6
Charles-Augustin_de_Coulomb	if charles-augustin de coulomb was alive today , how old would he have been ?	273		hard	S09_set4_a6
Charles-Augustin_de_Coulomb	for how many years did charles-augustin de coulomb live ?	70		hard	S09_set4_a6
Charles-Augustin_de_Coulomb	did charles-augustin de coulomb live to be 80 years old ?	no		hard	S09_set4_a6
Charles-Augustin_de_Coulomb	how old was charles-augustin de coulomb when he died ?	1806		hard	S09_set4_a6
Charles-Augustin_de_Coulomb	how many years ago did he resign his appointment as intendant de eaux et fontaine ?	220		hard	S09_set4_a6
Charles-Augustin_de_Coulomb	how many years ago did charles-augustin de coulomb die ?	203		hard	S09_set4_a6
Charles-Augustin_de_Coulomb	was the si unit of charge , the coulomb , named after him ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	was coulomb born in angoulême , france , to a well to do family ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	was his father , henri coulomb , inspector of the royal fields in montpellier ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	is coulomb distinguished in the history of mechanics and of electricity and magnetism ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	was charles augustin de coulomb ( born june 14 , 1736 , angoulême , france - died august 23 , 1806 , paris , france ) a french physicist ?	yes		medium	S09_set4_a6
Charles-Augustin_de_Coulomb	does coulomb leave a legacy ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	when was charles-augustin de coulomb born ?	june 14 , 1736		medium	S09_set4_a6
Charles-Augustin_de_Coulomb	did he publish an important investigation of the laws of friction ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	was coulomb born in angoulême , france , to a well to do family ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	was his father inspector of the royal fields ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	he discovered an inverse relationship of what ?	distance and electric force		hard	S09_set4_a6
Charles-Augustin_de_Coulomb	is it true that coulomb leaves a legacy as a hero ?	yes		easy	S09_set4_a6
Charles-Augustin_de_Coulomb	where is charles-augustin de coulomb from ?	france		medium	S09_set4_a6
Chinese_language	was old chinese wholly uninflected ?	no		easy	S09_set5_a7
Chinese_language	are the modern chinese dialects more like a family ?	yes		easy	S09_set5_a7
Chinese_language	is it true that one-fifth of world population speak some form of chinese ?	yes		easy	S09_set5_a7
Chinese_language	one-fifth of world population speak some form of what ?	chinese		medium	S09_set5_a7
Chinese_language	is mandarin spoken chinese distinguished by its high level ?	no , it 's distinguished by diversity		easy	S09_set5_a7
Copenhagen	copenhagen is the capital of what country ?	denmark	easy	easy	S09_set3_a8
Copenhagen	copenhagen is the capital of what country ?	denmark	easy	medium	S09_set3_a8
Copenhagen	what is the population of copenhagen ?	1,161,063	easy	medium	S09_set3_a8
Copenhagen	what is the population of copenhagen ?	1,153,615	easy	hard	S09_set3_a8
Copenhagen	what transnational bridge was completed in 2000 ?	oresund bridge	easy	medium	S09_set3_a8
Copenhagen	what transnational bridge was completed in 2000 ?	oresund bridge	easy	hard	S09_set3_a8
Copenhagen	why is copenhagen a regional hub ?	its strategic location and excellent infrastructure	medium	hard	S09_set3_a8
Copenhagen	why is copenhagen a regional hub ?	its strategic location and excellent infrastructure with the largest airport in scandinavia [6 ] located 14 minutes by train from the city centre	medium	hard	S09_set3_a8
Copenhagen	what happened to copenhagen between 1251 and 1255 ?	a bunch of things	medium	too hard	S09_set3_a8
Copenhagen	is copenhagen completely surrounded with water ?	no	medium	hard	S09_set3_a8
Copenhagen	copenhagen is ranked number one worldwide for which things ?	most livable city in the world ,	hard	too hard	S09_set3_a8
Copenhagen	copenhagen is ranked number one worldwide for which things ?	most livable city , location ranking survey	hard	too hard	S09_set3_a8
Copenhagen	why did german troops occupy copenhagen ?	because it was ww2	hard	too hard	S09_set3_a8
Cymbal	have cymbals been used historically to suggest bacchanal ?	yes	easy	easy	S09_set2_a6
Cymbal	have cymbals been used historically to suggest bacchanal ?	yes	easy	hard	S09_set2_a6
Cymbal	can the origins of cymbals be traced to prehistoric times ?	yes	easy	easy	S09_set2_a6
Cymbal	can the origins of cymbals be traced to prehistoric times ?	yes	easy	easy	S09_set2_a6
Cymbal	are cymbals used in moden orchestras ?	yes	easy	easy	S09_set2_a6
Cymbal	are cymbals used in moden orchestras ?	yes	easy	easy	S09_set2_a6
Cymbal	what are the most common cymbals ?	 the most common cymbals are the hi-hats , crash , splash , ride , and china.	medium	medium	S09_set2_a6
Cymbal	what are the most common cymbals ?	hi-hats , crash , splash , ride , and china	medium	easy	S09_set2_a6
Cymbal	what is the second main orchestral use of cymbals ?	the suspended cymbal is the second main orchestral use of symbals.	medium	medium	S09_set2_a6
Cymbal	what is the second main orchestral use of cymbals ?	the suspended cymbal	medium	easy	S09_set2_a6
Cymbal	what have clash cymbals traditionally been accompanied by ?	clash cymbals have traditionally been accompanied by the bass drum playing an identical part.	medium	medium	S09_set2_a6
Cymbal	what have clash cymbals traditionally been accompanied by ?	the bass drum playing an identical part	medium	easy	S09_set2_a6
Cymbal	what happens when the center of a cymbal is hit ?	it causes a sound which is in a higher register than the rest of the symbal.	hard	hard	S09_set2_a6
Cymbal	what happens when the center of a cymbal is hit ?	it causes a sound which is in a higher register than the rest of the cymbal	hard	hard	S09_set2_a6
Cymbal	what is an effective way to accentuate a note ?	playing a bass drum playing an identical part is an effective way to accentuate a note.	hard	hard	S09_set2_a6
Cymbal	what is an effective way to accentuate a note ?	the combination of a clash cymbol being accompanied by a bass drum playing an identical part , played loudly	hard	hard	S09_set2_a6
Cymbal	from what type of cymbals can a expert player obtain an enormous dynamic range ?	an expert player can obtain an enormous dynamic range from crash cymbals.	hard	hard	S09_set2_a6
Cymbal	from what type of cymbals can a expert player obtain an enormous dynamic range ?	crash cymbals	hard	hard	S09_set2_a6
Cymbal	can the origins of cymbals be traced back to prehistoric times ?	yes	easy	easy	S09_set2_a6
Cymbal	can the origins of cymbals be traced back to prehistoric times ?	yes	easy	easy	S09_set2_a6
Cymbal	did the modern hi-hat evolve from clash cymbals ?	yes	easy	easy	S09_set2_a6
Cymbal	did the modern hi-hat evolve from clash cymbals ?	yes	easy	medium	S09_set2_a6
Cymbal	is the word cymbal derived from a germanic word ?	no	easy	easy	S09_set2_a6
Cymbal	is the word cymbal derived from a germanic word ?	no	easy	hard	S09_set2_a6
Cymbal	what is the center of a cymbal called ?	bell	medium	medium	S09_set2_a6
Cymbal	what is the center of a cymbal called ?	bell	medium	medium	S09_set2_a6
Cymbal	what part of the cymbal gets the best `` crash '' ?	edge or rim	medium	medium	S09_set2_a6
Cymbal	what part of the cymbal gets the best `` crash '' ?	edge or rim	medium	medium	S09_set2_a6
Cymbal	what is the second main orchestral use of cymbals ?	the suspended cymbal	medium	medium	S09_set2_a6
Cymbal	what is the second main orchestral use of cymbals ?	the suspended cymbal	medium	medium	S09_set2_a6
Cymbal	what two instruments form the modern drum kit ?	the cymbals and the drum	hard	hard	S09_set2_a6
Cymbal	what greek mythical creatures were depicted holding cymbals ?	fauns and satyrs	hard	too hard	S09_set2_a6
Cymbal	what greek mythical creatures were depicted holding cymbals ?	fauns and satyrs	hard	too hard	S09_set2_a6
Cymbal	what are orchestral crash cymbals technically called ?	a pair of clash cymbals	hard	hard	S09_set2_a6
Cymbal	what are orchestral crash cymbals technically called ?	clash cymbals	hard	hard	S09_set2_a6
Dhaka	is dhaka the capital of bangladesh ?	yes	easy	easy	S09_set3_a3
Dhaka	is dhaka located on the eastern banks of the buriganga river ?	yes	easy	medium	S09_set3_a3
Dhaka	is university of dhaka the largest public university in dhaka ?	yes	easy	hard	S09_set3_a3
Dhaka	how much area does dhaka cover ?	1462.60 square kilometers	medium	medium	S09_set3_a3
Dhaka	how many people did the 1970 bhola cyclone kill ?	500,000	medium	medium	S09_set3_a3
Dhaka	when is the end of the independence war of bangladesh ?	december 16 , 1971	medium	hard	S09_set3_a3
Dhaka	did the mughals arrive in dhaka ?	yes	hard	medium	S09_set3_a3
Dhaka	is university of dhaka older than the dhaka college ?	no	hard	hard	S09_set3_a3
English_language	what is given for the number of native speakers ?	no figure is given for the number of native speakers.		hard	S09_set5_a1
English_language	is english an intonation language ?	yes		easy	S09_set5_a1
English_language	is english a de jure official language of israel ?	no		easy	S09_set5_a1
English_language	is the stressed syllable called the nuclear syllable ?	yes		easy	S09_set5_a1
English_language	does english grammar have minimal inflection ?	yes		easy	S09_set5_a1
English_language	did old english develop into middle english ?	yes		easy	S09_set5_a1
English_language	are books , magazines , and newspapers written in english available ?	yes		easy	S09_set5_a1
English_language	is the syntax of german different with different rules ?	yes		easy	S09_set5_a1
English_language	is it true that semantics causes a number of false friends ?	true		easy	S09_set5_a1
English_language	here , are all syllables unstressed , except the syllables /words best and done , which are stressed ?	yes		easy	S09_set5_a1
English_language	are many words describing the navy , types of ships , and other objects or activities on the water of dutch origin ?	yes		easy	S09_set5_a1
English_language	are local variations in the formal written version of the language quite limited , being restricted largely to the spelling differences between british and american english ?	yes		easy	S09_set5_a1
Flute	is the flute a musical instrument ?	yes.	easy	easy	S09_set2_a5
Flute	is the flute a musical instrument ?	yes	easy	easy	S09_set2_a5
Flute	is it possible to open flutes at one or both ends ?	yes.	easy	easy	S09_set2_a5
Flute	is it possible to open flutes at one or both ends ?	yes	easy	easy	S09_set2_a5
Flute	are indian concert flutes available in standard pitches ?	yes.	easy	easy	S09_set2_a5
Flute	are indian concert flutes available in standard pitches ?	yes	easy	easy	S09_set2_a5
Flute	what do we refer musicians who play flute ?	a flute player , a flautist or a flutist.	medium	medium	S09_set2_a5
Flute	what do we refer musicians who play flute ?	a flute player , a flautist , or a flutist	medium	medium	S09_set2_a5
Flute	when was a three-holed flute made from a mammoth tusk discovered ?	2004.	medium	medium	S09_set2_a5
Flute	when was a three-holed flute made from a mammoth tusk discovered ?	in 2004	medium	medium	S09_set2_a5
Flute	when did the tin whistle first appear ?	12th century.	medium	medium	S09_set2_a5
Flute	when did the tin whistle first appear ?	in the 12th century	medium	medium	S09_set2_a5
Flute	what are the oldest known musical instruments ?	a three holed-flute made from a mammoth tusk and two flutes made from swan 's bones.	hard	medium	S09_set2_a5
Flute	what are the oldest known musical instruments ?	a three-holed flute made from a mammoth tusk and two flutes made from swans ' bones are among the oldest known musical instruments	hard	hard	S09_set2_a5
Flute	when was the pan flute spread to other parts of europe ?	7th century bc.	hard	hard	S09_set2_a5
Flute	when was the pan flute spread to other parts of europe ?	after the 7th century bc	hard	hard	S09_set2_a5
Flute	what does the air stream across this hole create ?	a bernoulli , or siphon.	hard	medium	S09_set2_a5
Fox	are foxes wary of humans ?	yes	easy	easy	S09_set1_a6
Fox	are foxes wary of humans ?	yes	easy	easy	S09_set1_a6
Fox	are fennec foxes endangered ?	no	easy	easy	S09_set1_a6
Fox	are fennec foxes endangered ?	no	easy	easy	S09_set1_a6
Fox	does the diet of foxes include reptiles ?	yes	easy	easy	S09_set1_a6
Fox	does the diet of foxes include reptiles ?	yes	easy	easy	S09_set1_a6
Fox	how long do most foxes live ?	most foxes live 2 to 3 years , but they can survive for up to 10 years or even longer in captivity.	medium	medium	S09_set1_a6
Fox	how long do most foxes live ?	2 to 3 years	medium	medium	S09_set1_a6
Fox	in what country did fox hunting originate ?	the united kingdom	medium	medium	S09_set1_a6
Fox	in what country did fox hunting originate ?	in the united kingdom	medium	medium	S09_set1_a6
Fox	what is the smallest species of fox ?	the fennec fox is the smallest species of fox.	medium	medium	S09_set1_a6
Fox	what is the smallest species of fox ?	the fennec fox	medium	medium	S09_set1_a6
Fox	what are female foxes called ?	vixens	hard	medium	S09_set1_a6
Fox	what are female foxes called ?	vixens	hard	medium	S09_set1_a6
Fox	what is caching food ?	caching is burying it for later consumption , usually under leaves , snow , or soil.	hard	hard	S09_set1_a6
Fox	what is caching food ?	burying it for later consumption	hard	hard	S09_set1_a6
Fox	do foxes damage fruit on farms ?	no	hard	hard	S09_set1_a6
French_language	how many years ago did african people spread across 31 francophone african countries can speak french either as a first or second language ?	2 years ago		hard	S09_set5_a5
French_language	in old french , was the plural for animal animals ?	yes		easy	S09_set5_a5
French_language	is catalan the only official language of andorra ?	yes		easy	S09_set5_a5
French_language	in belgium , however , is quatre-vingts universally used ?	yes		easy	S09_set5_a5
French_language	is french taught in many schools as a primary language along with arabic ?	yes		easy	S09_set5_a5
French_language	what is widely used by the lebanese , especially for administrative purposes ?	french		medium	S09_set5_a5
French_language	is french descendant of the latin language ?	yes		easy	S09_set5_a5
French_language	are there also a variety of regional languages in addition ?	yes		medium	S09_set5_a5
French_language	is it true that france signed the european charter for regional languages ?	yes		easy	S09_set5_a5
French_language	are the prefixes en- and em- always nasalized ?	yes		easy	S09_set5_a5
German_language	how many years ago was the luther bible by martin luther printed ?	475		hard	S09_set5_a2
German_language	is german an inflected language ?	yes		easy	S09_set5_a2
German_language	in switzerland , is ß used at all ?	no		easy	S09_set5_a2
German_language	are there two common word orders ?	yes		easy	S09_set5_a2
German_language	are feminines declined in the singular ?	no		easy	S09_set5_a2
German_language	is 9 % of the internet population german ?	no		easy	S09_set5_a2
German_language	is german written using the latin alphabet ?	yes		easy	S09_set5_a2
German_language	was the luther bible by martin luther printed ?	yes		easy	S09_set5_a2
German_language	does a tz indicate that the preceding vowel is short ?	no		easy	S09_set5_a2
German_language	are there 622,650 speakers of german in canada ?	yes		easy	S09_set5_a2
German_language	are there also large populations of german ancestry in mexico ?	yes		medium	S09_set5_a2
German_language	would bundesländer not accept north rhine westphalia and bavaria ?	yes		easy	S09_set5_a2
German_language	have adverbs of time to appear in the third place in the sentence , just after the predicate ?	yes		easy	S09_set5_a2
Giraffe	do both sexes of giraffe have horns ?	yes	easy	easy	S09_set1_a5
Giraffe	do both sexes of giraffe have horns ?	yes	easy	easy	S09_set1_a5
Giraffe	do giraffes give birth standing up ?	yes	easy	easy	S09_set1_a5
Giraffe	do giraffes give birth standing up ?	yes	easy	medium	S09_set1_a5
Giraffe	are giraffes hunted for their hides ?	yes	easy	easy	S09_set1_a5
Giraffe	are giraffes hunted for their hides ?	yes	easy	easy	S09_set1_a5
Giraffe	what areas can giraffes inhabit ?	savannas , grasslands , or open woodlands	medium	medium	S09_set1_a5
Giraffe	what areas can giraffes inhabit ?	inhabit savannas , grasslands , or open woodlands	medium	easy	S09_set1_a5
Giraffe	what will a giraffe use to clean off any bugs that appear on its face ?	extremely long tongue	medium	medium	S09_set1_a5
Giraffe	what will a giraffe use to clean off any bugs that appear on its face ?	it 's extremely long tongue	medium	easy	S09_set1_a5
Giraffe	how do giraffes defend themselves ?	with a powerful kick	medium	medium	S09_set1_a5
Giraffe	how do giraffes defend themselves ?	with powerful kicks	medium	easy	S09_set1_a5
Giraffe	do male giraffes weigh more than female giraffes ?	yes	hard	medium	S09_set1_a5
Giraffe	do male giraffes weigh more than female giraffes ?	yes	hard	hard	S09_set1_a5
Giraffe	do male giraffes have larger horns than female giraffes ?	yes	hard	medium	S09_set1_a5
Giraffe	do male giraffes have larger horns than female giraffes ?	yes	hard	medium	S09_set1_a5
Giraffe	are male females generally taller than female giraffes ?	yes	hard	medium	S09_set1_a5
Henri_Becquerel	was henri becquerel one of the discoverers of radioactivity ?	yes	easy	easy	S09_set4_a9
Henri_Becquerel	was henri becquerel one of the discoverers of radioactivity ?	yes	easy	easy	S09_set4_a9
Henri_Becquerel	is the si unit for radioactivity named after him ?	yes	easy	medium	S09_set4_a9
Henri_Becquerel	is the si unit for radioactivity named after him ?	yes	easy	easy	S09_set4_a9
Henri_Becquerel	was henri becquerel a french physicist ?	yes	easy	easy	S09_set4_a9
Henri_Becquerel	was henri becquerel a french physicist ?	yes	easy	easy	S09_set4_a9
Henri_Becquerel	in what year did henri becquerel die ?	1908	medium	medium	S09_set4_a9
Henri_Becquerel	in what year did henri becquerel die ?	august 24 , 1908	medium	medium	S09_set4_a9
Henri_Becquerel	where was henri becquerel born ?	 paris	medium	medium	S09_set4_a9
Henri_Becquerel	where was henri becquerel born ?	paris	medium	easy	S09_set4_a9
Henri_Becquerel	in what year did henri becquerel win the nobel prize in physics ?	1903	medium	medium	S09_set4_a9
Henri_Becquerel	in what year did henri becquerel win the nobel prize in physics ?	1903	medium	medium	S09_set4_a9
